,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,mrp per weight,visibility per mrp,mrp per year,Predictions
3334,Low Fat,Baking Goods,92.5804,Small,Tier 1,Supermarket Type1,6.9348614232209735,0.0007015602654557552,0.04635973960941412,1642.1513133333333
3335,Low Fat,Health and Hygiene,149.9392,Medium,Tier 1,Supermarket Type1,7.2786019417475725,0.0003033817307281885,0.0750071035517759,2122.459433333334
3336,Low Fat,Household,79.2328,High,Tier 3,Supermarket Type1,3.8935036855036853,0.0002689381670217385,0.03987559134373427,996.9467266666668
3337,Regular,Snack Foods,49.7666,High,Tier 3,Supermarket Type1,3.3970375426621158,0.001990284226770565,0.025046099647710113,623.5438933333335
3338,Low Fat,Health and Hygiene,126.2336,Small,Tier 2,Supermarket Type1,14.410228310502283,0.00039643364365747315,0.06299081836327346,2304.0009000000005
3339,Low Fat,Fruits and Vegetables,37.7506,Medium,Tier 2,Supermarket Type1,4.548265060240963,0.0009384237866418018,0.018856443556443555,644.5831733333335
3340,Low Fat,Soft Drinks,35.9848,Medium,Tier 3,Grocery Store,2.367421052631579,0.005251269397078767,0.01801041041041041,85.62187999999999
3341,Regular,Frozen Foods,110.3228,Medium,Tier 3,Supermarket Type3,8.825824,0.0006906220110439547,0.05557823677581864,3283.8809533333338
3342,LF,Fruits and Vegetables,48.7692,Medium,Tier 3,Supermarket Type3,3.9015359999999997,0.0034972502317036163,0.024568866498740554,1445.7403133333332
3343,Low Fat,Canned,144.0786,Small,Tier 2,Supermarket Type1,15.49232258064516,0.0006176416136747581,0.07189550898203592,2664.553793333333
3344,Low Fat,Household,113.1176,High,Tier 3,Supermarket Type1,13.153209302325582,0.0,0.05692883744338198,2203.3763266666665
3345,Low Fat,Household,230.4642,Medium,Tier 3,Supermarket Type2,23.290975240020213,0.0,0.11471587854654057,3545.8066733333344
3346,Regular,Frozen Foods,98.8358,Small,Tier 1,Grocery Store,7.906864000000001,0.0022250495670597093,0.04979133501259446,240.9086333333333
3347,Low Fat,Snack Foods,224.4088,Medium,Tier 3,Supermarket Type2,11.597354005167958,0.000528427895875741,0.11170174216027876,3667.8034266666655
3348,Regular,Fruits and Vegetables,239.8564,Small,Tier 1,Supermarket Type1,12.395679586563308,0.00024199220450236056,0.12010836254381572,3418.5501000000004
3349,Regular,Frozen Foods,197.5426,Medium,Tier 3,Grocery Store,14.471985347985347,0.0006177931443648104,0.09887017017017016,499.6385133333333
3350,Low Fat,Household,104.9964,Medium,Tier 3,Supermarket Type2,5.356959183673469,0.00022904324338739236,0.05226301642608262,1210.7573000000004
3351,Low Fat,Household,104.5964,Small,Tier 1,Grocery Store,8.367712000000001,0.0004009255576673767,0.05269340050377834,200.5833466666666
3352,Low Fat,Household,231.3668,Medium,Tier 2,Supermarket Type1,14.460425,0.0003147231798166374,0.11556783216783217,3750.2960466666677
3353,Low Fat,Fruits and Vegetables,258.6278,Small,Tier 2,Supermarket Type1,15.964679012345679,0.00013882685852023642,0.12905578842315368,4918.06486
3354,Low Fat,Breads,35.2558,Small,Tier 2,Supermarket Type1,3.4581461500735653,0.0014650498074075754,0.017592714570858283,613.4015400000001
3355,Regular,Frozen Foods,190.7846,Medium,Tier 1,Supermarket Type1,15.081786561264822,0.0003992084161929212,0.09544002001000501,3581.1828466666675
3356,Low Fat,Health and Hygiene,63.3168,High,Tier 3,Supermarket Type1,3.272186046511628,0.00043734534910166024,0.031865525918470056,818.73426
3357,reg,Fruits and Vegetables,122.2388,Medium,Tier 2,Supermarket Type1,6.848112044817927,0.00038206379643779227,0.061058341658341654,2061.7828600000003
3358,Low Fat,Health and Hygiene,188.0214,Medium,Tier 1,Supermarket Type1,17.409388888888888,0.00022301151890157184,0.09405772886443221,2810.2086400000003
3359,Regular,Snack Foods,57.7588,Medium,Tier 1,Supermarket Type1,4.231413919413919,0.0,0.02889384692346173,974.3317200000002
3360,Low Fat,Fruits and Vegetables,36.5506,Medium,Tier 1,Supermarket Type1,1.7657294685990341,0.0013360852352628956,0.01828444222111056,621.8793933333332
3361,Low Fat,Fruits and Vegetables,158.192,Medium,Tier 2,Supermarket Type1,12.02980988593156,0.00014439314883179933,0.07901698301698303,2658.5837866666666
3362,reg,Canned,88.8488,Small,Tier 2,Supermarket Type1,12.221292984869326,0.00023384912345467804,0.04433572854291417,1499.359406666667
3363,Regular,Baking Goods,98.9068,High,Tier 3,Supermarket Type1,5.994351515151515,0.0009482277153845843,0.049776950176144946,1405.2374799999998
3364,Regular,Baking Goods,86.5514,Small,Tier 1,Grocery Store,6.924112,0.0012587552714340843,0.04360272040302267,428.8417800000001
3365,Regular,Meat,198.211,Medium,Tier 3,Grocery Store,10.296675324675325,0.0002286824444657461,0.09920470470470472,479.24283999999994
3366,Regular,Snack Foods,212.6244,Medium,Tier 3,Supermarket Type3,17.009952000000002,0.0004388480861086498,0.10711556675062972,6056.937953333332
3367,Regular,Baking Goods,222.6456,Medium,Tier 1,Supermarket Type1,14.84304,0.00012074119587362156,0.1113784892446223,3958.602673333334
3368,Regular,Meat,103.399,Medium,Tier 1,Supermarket Type1,5.248680203045685,0.00017459349703575472,0.05172536268134067,1740.5343600000006
3369,LF,Dairy,35.1874,Medium,Tier 3,Supermarket Type3,2.8149919999999997,0.0,0.017726649874055415,970.1593733333333
3370,Low Fat,Canned,94.8094,High,Tier 3,Supermarket Type1,5.981665615141956,0.0014385105485321076,0.04771484650226472,1446.7834000000003
3371,Low Fat,Meat,51.5324,Small,Tier 2,Supermarket Type1,4.073707509881423,0.0013469552359292407,0.025714770459081836,565.5305199999999
3372,Low Fat,Dairy,60.0536,Medium,Tier 3,Supermarket Type2,9.796672104404568,0.0012829954074360236,0.029892284718765556,1052.4744466666666
3373,Low Fat,Snack Foods,104.1622,Medium,Tier 3,Supermarket Type2,5.482221052631579,0.001234727415511577,0.051847784967645597,1219.7012133333333
3374,Regular,Frozen Foods,181.8318,Medium,Tier 3,Supermarket Type3,14.546543999999999,0.0004575750556283335,0.09160292191435768,5501.660753333333
3375,Regular,Snack Foods,170.4132,Medium,Tier 2,Supermarket Type1,10.923923076923076,0.00026909332727746444,0.08512147852147851,2746.3140333333336
3376,Low Fat,Canned,120.744,Medium,Tier 2,Supermarket Type1,9.65952,0.0009313279334790962,0.06031168831168831,1944.2913533333333
3377,Low Fat,Starchy Foods,176.3686,Medium,Tier 2,Supermarket Type1,9.798255555555555,0.00010173305792527697,0.0880962037962038,3170.251086666666
3378,Regular,Snack Foods,140.2838,Small,Tier 1,Grocery Store,11.222704,0.00161632489995281,0.0706719395465995,327.0853466666667
3379,Low Fat,Frozen Foods,107.028,Small,Tier 2,Supermarket Type1,9.823588802202845,0.0002511032346675636,0.05340718562874252,1330.6012999999998
3380,Regular,Canned,266.5884,Small,Tier 2,Supermarket Type1,15.681670588235292,0.0005232618823624735,0.13302814371257485,5102.713393333333
3381,Low Fat,Dairy,165.7158,Small,Tier 1,Supermarket Type1,12.650061068702291,0.00045607026004762367,0.08298237356034051,2203.99774
3382,Regular,Snack Foods,51.4008,Medium,Tier 1,Supermarket Type1,5.778617200674536,0.0015800250579757515,0.025713256628314154,889.0649333333333
3383,Low Fat,Canned,178.1002,Medium,Tier 3,Grocery Store,9.133343589743589,0.0007758300159123908,0.08913923923923923,536.8789266666668
3384,Regular,Meat,178.7028,Small,Tier 1,Supermarket Type1,8.846673267326732,0.0005400792600899371,0.089485628442664,2484.8987600000005
3385,Regular,Frozen Foods,126.1046,Medium,Tier 3,Supermarket Type2,8.032140127388535,0.00030148754288106857,0.06276983573917372,1573.1744333333334
3386,Low Fat,Household,179.6976,Medium,Tier 3,Supermarket Type2,8.873955555555556,0.00014501573755019544,0.08944629168740667,2304.156253333333
3387,Regular,Fruits and Vegetables,259.3646,Medium,Tier 2,Supermarket Type1,32.2192049689441,0.0003028920022238964,0.12955274725274726,5468.74804
3388,Low Fat,Snack Foods,177.337,Medium,Tier 2,Supermarket Type1,19.70411111111111,0.0003700206161150803,0.08835924265072247,2620.9882800000005
3389,Low Fat,Household,125.9362,High,Tier 3,Supermarket Type1,7.408011764705883,0.0010016103550845588,0.06338007045797685,2484.1663799999997
3390,Regular,Dairy,185.4608,Small,Tier 1,Grocery Store,14.836864,0.0007465321404846739,0.09343113350125945,857.75014
3391,Low Fat,Canned,89.2488,High,Tier 3,Supermarket Type1,4.648375000000001,0.0,0.044916356316054354,1391.5663866666666
3392,Low Fat,Starchy Foods,254.404,Medium,Tier 1,Supermarket Type1,19.797976653696498,0.00012053400889923115,0.1272656328164082,3731.6980333333327
3393,Low Fat,Dairy,75.567,Medium,Tier 3,Supermarket Type2,3.6505797101449273,0.0012315929572432412,0.03761423593827775,1112.2410933333333
3394,Low Fat,Baking Goods,184.1924,Medium,Tier 1,Supermarket Type1,30.77567251461988,3.0811227824817964e-05,0.09214227113556778,2490.22516
3395,Low Fat,Household,92.4462,Medium,Tier 1,Supermarket Type1,4.576544554455446,0.0008043042331648028,0.04624622311155578,1718.9180533333335
3396,low fat,Canned,103.699,Small,Tier 2,Supermarket Type1,6.401172839506173,0.000997633525877781,0.051746007984031936,2028.8923399999999
3397,low fat,Snack Foods,101.899,Medium,Tier 3,Supermarket Type3,8.15192,0.0005121753402879322,0.05133450881612091,2428.5055000000007
3398,Low Fat,Household,231.9958,Medium,Tier 2,Supermarket Type1,10.995061611374407,4.59588621862982e-05,0.11559332336821126,4001.1694866666676
3399,LF,Household,252.8724,Medium,Tier 3,Supermarket Type3,20.229792,0.0004467421039227689,0.127391637279597,5278.684333333334
3400,Regular,Meat,125.1388,Small,Tier 1,Grocery Store,10.011104,0.0008559549076705225,0.06304221662468514,320.95998666666674
3401,Regular,Meat,42.3112,Small,Tier 2,Supermarket Type1,6.235991156963891,0.000992043359677816,0.021113373253493013,864.496913333333
3402,Low Fat,Household,128.4678,Small,Tier 1,Supermarket Type1,6.312914004914005,0.0003056657388077012,0.06433039559339009,2019.1938533333332
3403,Low Fat,Health and Hygiene,91.212,Small,Tier 1,Supermarket Type1,5.5280000000000005,0.000390913377625751,0.04567451176765148,1292.6950866666664
3404,Low Fat,Baking Goods,85.054,Medium,Tier 3,Supermarket Type3,6.804320000000001,0.0007076384414607191,0.04284836272040302,1900.0600399999994
3405,Low Fat,Soft Drinks,236.4564,Small,Tier 1,Supermarket Type1,21.89411111111111,0.00022020432519483506,0.1184058087130696,4495.0377333333345
3406,Regular,Meat,101.4674,Small,Tier 2,Supermarket Type1,5.7326214689265536,0.0012009077496811784,0.05063243512974052,1277.0709800000002
3407,Low Fat,Dairy,150.805,High,Tier 3,Supermarket Type1,16.2680690399137,0.00040937550479095515,0.07589582284851536,2516.435486666667
3408,Low Fat,Meat,118.5808,Medium,Tier 2,Supermarket Type1,5.687328537170263,0.0,0.059083607374190335,2109.0768533333335
3409,Low Fat,Household,188.6556,Small,Tier 1,Supermarket Type1,14.972666666666667,3.952421237429475e-05,0.09446950425638458,3170.317666666667
3410,Regular,Snack Foods,124.873,Medium,Tier 1,Supermarket Type1,14.038560989319844,0.0007083956980291976,0.06246773386693347,2180.6725466666667
3411,Low Fat,Fruits and Vegetables,196.011,Medium,Tier 3,Supermarket Type3,15.68088,0.0004564357153425063,0.09874609571788413,6166.595213333332
3412,LF,Soft Drinks,241.2512,Medium,Tier 1,Supermarket Type1,23.886257425742578,0.0006939450663872345,0.12068594297148574,3923.603786666667
3413,Low Fat,Baking Goods,99.9384,Medium,Tier 2,Supermarket Type1,16.250146341463413,0.00046393367314265585,0.04991928071928072,1479.67392
3414,Regular,Frozen Foods,228.6668,Medium,Tier 2,Supermarket Type1,22.86668,0.00027783611350663936,0.11393462879920278,4626.289106666667
3415,Low Fat,Health and Hygiene,141.2154,Small,Tier 1,Supermarket Type1,7.025641791044775,0.00010578051685581036,0.07071377065598397,2234.979633333333
3416,Regular,Meat,103.699,High,Tier 3,Supermarket Type1,5.263908629441625,0.00017367350697692358,0.052188726723704074,1673.3995266666666
3417,Low Fat,Household,195.3478,High,Tier 3,Supermarket Type1,22.955088131609873,8.240332883196023e-05,0.09831293407146452,3071.4241733333333
3418,Regular,Canned,81.296,Small,Tier 2,Supermarket Type1,7.892815533980583,0.0006157868529816965,0.04056686626746507,1445.2076733333336
3419,Low Fat,Frozen Foods,55.3588,Medium,Tier 1,Supermarket Type1,7.521576086956522,0.0009464324732472523,0.027693246623311657,862.1444200000002
3420,LF,Household,194.582,Medium,Tier 2,Supermarket Type1,29.616742770167427,0.0005007070027032305,0.09695166915794719,2655.854006666667
3421,Regular,Snack Foods,51.7008,Medium,Tier 3,Supermarket Type2,5.812344013490725,0.0015748073724197692,0.02573459432553509,710.5861466666665
3422,Regular,Dairy,99.6726,Small,Tier 1,Supermarket Type1,14.434844315713251,0.00038272730921035466,0.04991116675012519,1391.078133333333
3423,LF,Starchy Foods,121.344,Medium,Tier 3,Supermarket Type2,9.98716049382716,0.00021401791600738398,0.060400199104031854,1945.0015400000002
3424,Low Fat,Household,144.147,Medium,Tier 2,Supermarket Type1,22.5935736677116,0.00010578324904437831,0.07182212257100148,2321.9996933333327
3425,Low Fat,Frozen Foods,246.9776,Medium,Tier 2,Supermarket Type1,47.91030067895247,0.0003375491137657828,0.12336543456543456,4960.254386666668
3426,Low Fat,Fruits and Vegetables,195.2768,Small,Tier 2,Supermarket Type1,15.196638132295721,0.00017008619559517565,0.0974435129740519,2706.6323533333343
3427,Low Fat,Health and Hygiene,97.3384,Medium,Tier 3,Supermarket Type2,7.787071999999999,0.00019443142685723208,0.048451169736187155,1489.3058266666665
3428,Regular,Dairy,79.4986,Medium,Tier 3,Supermarket Type3,6.359888,0.0008144648333429772,0.0400496725440806,2096.0049799999997
3429,LF,Snack Foods,197.4452,Medium,Tier 2,Supermarket Type1,9.469793764988008,0.0006153417403917644,0.09862397602397602,3135.38536
3430,Regular,Snack Foods,129.5994,Medium,Tier 2,Supermarket Type1,12.95994,0.0002919835585658576,0.06473496503496504,1422.8146000000004
3431,Low Fat,Hard Drinks,179.4344,Small,Tier 1,Supermarket Type1,18.507931923671997,0.00039259225655727107,0.08985197796695044,3540.4580799999994
3432,Low Fat,Soft Drinks,94.2752,Medium,Tier 3,Supermarket Type2,6.202315789473684,0.0005344167501103153,0.046926431060228965,1249.7066
3433,Low Fat,Canned,84.0908,Small,Tier 1,Supermarket Type1,7.575747747747748,0.00012654901606358842,0.0421085628442664,1329.0699600000003
3434,Low Fat,Hard Drinks,115.4492,Medium,Tier 3,Grocery Store,8.335682310469315,0.0005012047723154426,0.05778238238238238,241.8407533333333
3435,Low Fat,Household,104.3964,Small,Tier 2,Supermarket Type1,11.79620338983051,0.0,0.052094011976047905,1584.7815466666664
3436,Regular,Dairy,114.2518,Medium,Tier 3,Supermarket Type2,14.192770186335403,0.0014472457501763648,0.05686998506719761,1307.4314599999998
3437,Low Fat,Health and Hygiene,232.93,Medium,Tier 3,Supermarket Type3,18.6344,0.0004853531189627785,0.11734508816120907,6564.277553333333
3438,Low Fat,Health and Hygiene,39.4506,Medium,Tier 1,Supermarket Type1,3.246962962962963,0.002016576123050093,0.019735167583791898,887.4670133333332
3439,Regular,Breads,159.6578,Medium,Tier 3,Supermarket Type3,12.772624,0.0008884500287489867,0.08043214105793452,3985.9004733333336
3440,Low Fat,Snack Foods,242.917,Medium,Tier 1,Supermarket Type1,25.303854166666667,0.00014669393661209383,0.12151925962981491,4350.337199999999
3441,Regular,Canned,92.712,Medium,Tier 2,Supermarket Type1,5.5021958456973294,0.00028766322590387434,0.046194319880418534,1178.3106466666673
3442,Regular,Snack Foods,50.2008,Small,Tier 1,Supermarket Type1,5.643709949409781,0.0016152826448980894,0.02513810716074111,860.3689533333333
3443,Low Fat,Baking Goods,150.9708,Medium,Tier 3,Supermarket Type2,9.965069306930692,0.00018475370733943253,0.07514723743155799,1924.0732266666666
3444,Low Fat,Fruits and Vegetables,162.8894,Medium,Tier 1,Supermarket Type1,8.925446575342466,7.547577067629938e-05,0.08148544272136068,3618.4454533333337
3445,Low Fat,Soft Drinks,187.5898,Medium,Tier 3,Supermarket Type2,32.738184991274,0.00027726711686882764,0.0933747137879542,2364.3667666666665
3446,Low Fat,Dairy,147.876,Medium,Tier 3,Supermarket Type2,9.184844720496894,0.0,0.07360676953708313,1639.5768866666665
3447,LF,Household,96.5726,Medium,Tier 1,Supermarket Type1,4.902162436548223,0.0002784537850280514,0.048310455227613805,1423.9464600000001
3448,Regular,Frozen Foods,51.564,Medium,Tier 2,Supermarket Type1,3.6831428571428573,0.0026480432860134977,0.025692077727952168,742.76648
3449,Low Fat,Household,258.5646,Small,Tier 2,Supermarket Type1,15.814348623853208,0.00011385855991114019,0.12902425149700597,4374.816446666666
3450,Low Fat,Soft Drinks,120.444,Small,Tier 2,Supermarket Type1,15.984605175846053,0.0006789217727740692,0.06010179640718563,2320.0244866666676
3451,Low Fat,Health and Hygiene,95.0436,Medium,Tier 2,Supermarket Type1,5.109870967741935,0.0008487126118960141,0.047474325674325676,1579.4329533333334
3452,Regular,Baking Goods,241.1538,Medium,Tier 2,Supermarket Type1,11.90882962962963,9.532236274112206e-05,0.12045644355644355,3970.054433333332
3453,Regular,Snack Foods,130.0626,Small,Tier 2,Supermarket Type1,19.499640179910045,0.0006914448196483847,0.06490149700598803,2057.0778733333336
3454,Regular,Fruits and Vegetables,191.682,Medium,Tier 2,Supermarket Type1,9.53641791044776,0.00028539586398305527,0.09574525474525473,3068.516846666666
3455,Regular,Baking Goods,187.9214,Medium,Tier 3,Supermarket Type2,11.252778443113773,0.0003735700457744568,0.09353977103036337,2855.5274266666665
3456,Low Fat,Baking Goods,140.4812,Medium,Tier 1,Supermarket Type1,9.460013468013468,0.0006663377946657631,0.07027573786893447,2485.83088
3457,Regular,Snack Foods,219.7114,Medium,Tier 2,Supermarket Type1,22.662341413099536,0.00013814401983693153,0.10974595404595404,3942.2683799999995
3458,Regular,Soft Drinks,53.3614,Medium,Tier 3,Supermarket Type3,4.268912,0.0011408862960866843,0.026882317380352648,1581.14184
3459,Low Fat,Household,253.8698,Medium,Tier 3,Supermarket Type3,20.309584,0.0007293771059023169,0.12789410579345087,5806.819086666668
3460,Regular,Breakfast,40.948,Medium,Tier 2,Supermarket Type1,2.3737971014492754,0.0030643358649995118,0.020453546453546453,565.1976200000001
3461,reg,Snack Foods,113.1544,Small,Tier 2,Supermarket Type1,5.8477726098191205,0.00016401566355351627,0.056464271457085824,1982.1753733333333
3462,Low Fat,Fruits and Vegetables,43.6454,Small,Tier 1,Grocery Store,3.491632,0.0,0.021987607052896728,97.36215333333331
3463,Regular,Meat,185.3608,Small,Tier 1,Supermarket Type1,34.940772855796425,0.0002537143398172645,0.09281962944416626,3241.2253666666666
3464,Low Fat,Baking Goods,125.702,Medium,Tier 1,Supermarket Type1,6.722032085561498,0.00020956625192916582,0.0628824412206103,2494.5084733333333
3465,Low Fat,Baking Goods,45.1086,Medium,Tier 2,Supermarket Type1,2.25543,0.0007634737056791831,0.022531768231768234,555.2328133333335
3466,Low Fat,Frozen Foods,122.3414,Medium,Tier 3,Supermarket Type3,9.787312,4.5132449031971187e-05,0.061632947103274556,2775.4316866666672
3467,Regular,Fruits and Vegetables,46.7744,Medium,Tier 3,Supermarket Type3,3.741952,0.0005983521327905863,0.023563929471032745,1139.6942466666665
3468,Regular,Fruits and Vegetables,110.457,Small,Tier 1,Grocery Store,8.836559999999999,0.0006102761074445259,0.05564584382871536,307.55521333333337
3469,Low Fat,Frozen Foods,194.2478,Medium,Tier 1,Supermarket Type1,9.316441247002398,0.00019285740687925422,0.09717248624312157,2906.461126666666
3470,Low Fat,Meat,97.6042,Medium,Tier 2,Supermarket Type1,9.037425925925925,0.0010103398316875707,0.04875334665334666,1533.0266933333335
3471,Low Fat,Dairy,151.834,Small,Tier 2,Supermarket Type1,8.274332425068119,0.00021871063134739255,0.07576546906187624,2242.836073333334
3472,Regular,Canned,173.6422,Medium,Tier 2,Supermarket Type1,20.12076477404403,0.00016376569750901568,0.08651828599900349,2468.9639466666663
3473,Regular,Baking Goods,52.7666,Small,Tier 1,Grocery Store,4.221328,0.0018488158228879632,0.026582670025188916,112.76432666666668
3474,Low Fat,Canned,77.0644,Small,Tier 1,Supermarket Type1,8.562711111111112,0.001029600165575804,0.03859008512769154,1549.9380133333332
3475,Regular,Snack Foods,157.863,Small,Tier 1,Supermarket Type1,10.63050505050505,6.295828661560975e-05,0.079050075112669,2843.276706666666
3476,Low Fat,Household,109.3228,Small,Tier 1,Supermarket Type1,17.46370607028754,0.0002874238402236313,0.05474351527290936,1587.5779066666669
3477,Low Fat,Dairy,184.3292,Small,Tier 1,Supermarket Type1,10.414079096045198,0.00047636793844925277,0.0923030545818728,2996.077806666666
3478,Low Fat,Snack Foods,89.8146,Medium,Tier 3,Supermarket Type2,5.443309090909091,0.00031770539533661565,0.04470612244897959,1488.2405466666667
3479,Regular,Dairy,121.0756,Medium,Tier 1,Supermarket Type1,15.703709468223087,0.00039366052284688243,0.060568084042021006,2191.1477999999997
3480,Regular,Snack Foods,56.3588,High,Tier 3,Supermarket Type1,8.500573152337859,0.0001939394557726566,0.028363764469048817,764.2940133333334
3481,Regular,Canned,50.7982,Medium,Tier 3,Supermarket Type2,8.631809685641462,0.0018337110370052483,0.025285316077650572,691.89936
3482,Low Fat,Canned,256.033,Medium,Tier 3,Supermarket Type3,20.48264,0.00016577284568786054,0.128983879093199,5546.469093333334
3483,Regular,Snack Foods,101.6332,Small,Tier 2,Supermarket Type1,14.655111751982698,0.000406112175942507,0.05071516966067864,1676.4622066666668
3484,Low Fat,Breakfast,99.9358,Medium,Tier 3,Supermarket Type2,5.372892473118279,0.0015277578405336226,0.04974405176704828,978.4374866666668
3485,Regular,Snack Foods,149.7708,Small,Tier 2,Supermarket Type1,18.11013301088271,0.0005978284952741121,0.07473592814371258,2504.2513466666664
3486,Low Fat,Household,179.666,Small,Tier 1,Supermarket Type1,15.899646017699114,0.0002655910968129752,0.08996795192789184,3262.55316
3487,Regular,Canned,52.6982,Medium,Tier 2,Supermarket Type1,8.954664401019542,0.0017639967019746404,0.026322777222777222,1007.1112733333332
3488,Low Fat,Household,128.931,Medium,Tier 3,Grocery Store,6.715156250000001,0.0005352237708541778,0.06453003003003004,354.2943733333334
3489,Regular,Dairy,180.0318,Medium,Tier 2,Supermarket Type1,11.182099378881986,0.00035249212639100426,0.08992597402597403,2496.9275466666663
3490,Low Fat,Fruits and Vegetables,190.9872,Small,Tier 1,Grocery Store,15.278976,0.00011411946455050391,0.09621521410579345,459.2244533333333
3491,Low Fat,Breads,217.0166,High,Tier 3,Supermarket Type1,16.25592509363296,0.00022112168377902885,0.10921821841972824,2782.067493333333
3492,Regular,Baking Goods,100.5384,Small,Tier 2,Supermarket Type1,12.113060240963854,0.00029984214986512615,0.0501688622754491,1619.181213333333
3493,low fat,Snack Foods,101.37,Medium,Tier 1,Supermarket Type1,13.063144329896907,0.0005864113445792641,0.050710355177588796,1570.3114933333331
3494,Low Fat,Hard Drinks,45.306,Small,Tier 1,Supermarket Type1,3.0204,0.0014157423299342251,0.022687030545818727,604.8349133333334
3495,Regular,Baking Goods,153.3656,Medium,Tier 1,Supermarket Type1,8.640315492957747,0.00024742705665416496,0.07672116058029015,2023.7434866666667
3496,Regular,Breads,255.1988,Medium,Tier 1,Supermarket Type1,44.81102721685689,0.00026569945469963026,0.12766323161580792,4085.9036333333333
3497,Regular,Baking Goods,52.5008,Medium,Tier 1,Supermarket Type1,5.357224489795918,0.002682428705848292,0.02626353176588294,831.78394
3498,Regular,Breads,256.4988,Medium,Tier 2,Supermarket Type1,45.039297629499565,0.00026447774804404543,0.12812127872127874,4020.610846666667
3499,Low Fat,Hard Drinks,115.9834,Medium,Tier 2,Supermarket Type1,14.041573849878935,0.00029830899076936873,0.05778943697060289,2129.672266666667
3500,Low Fat,Fruits and Vegetables,163.221,Medium,Tier 3,Supermarket Type3,13.05768,0.000787981858951973,0.08222720403022671,3460.428919999999
3501,LF,Meat,60.5194,Medium,Tier 2,Supermarket Type1,4.533288389513109,0.0005328168653357436,0.030229470529470528,1270.035693333333
3502,Regular,Fruits and Vegetables,144.2102,Medium,Tier 3,Grocery Store,10.682237037037035,0.0018538193484233434,0.07217727727727727,378.7514266666667
3503,Regular,Soft Drinks,189.753,Medium,Tier 3,Supermarket Type2,31.030744071954206,3.727495744467809e-05,0.09445146839223494,3372.2104200000003
3504,Regular,Snack Foods,62.4194,Small,Tier 2,Supermarket Type1,3.1445541561712846,0.00033438648881597705,0.03114740518962076,1040.0239866666666
3505,Regular,Frozen Foods,176.0712,Medium,Tier 2,Supermarket Type1,15.86227027027027,0.00020503403736670165,0.08794765234765235,2886.886606666666
3506,Low Fat,Household,176.137,High,Tier 3,Supermarket Type1,19.746300448430492,0.0007370420241062354,0.08864469048817313,3256.0948999999996
3507,Low Fat,Fruits and Vegetables,165.25,Medium,Tier 3,Supermarket Type3,13.22,0.0005135373071104388,0.08324937027707809,4334.402386666668
3508,Low Fat,Baking Goods,125.7362,Medium,Tier 1,Supermarket Type1,13.817164835164835,0.001386945501772759,0.06289954977488744,2870.4857333333334
3509,Low Fat,Soft Drinks,94.6436,Medium,Tier 3,Supermarket Type3,7.571488,0.0006420782810459449,0.047679395465994964,2132.8681066666672
3510,Regular,Breakfast,55.3588,Medium,Tier 2,Supermarket Type1,7.011880937302091,0.0011113241074589767,0.027582859990034878,500.3486999999998
3511,LF,Baking Goods,195.0136,Small,Tier 1,Supermarket Type1,20.969204301075266,0.00014625692259411652,0.09765327991987982,3467.6195599999996
3512,Low Fat,Canned,83.5908,Medium,Tier 2,Supermarket Type1,7.530702702702703,0.0001280260626767539,0.04164962630792227,1431.4921933333333
3513,LF,Soft Drinks,196.8084,Medium,Tier 2,Supermarket Type1,16.678677966101695,0.0005863628889823808,0.0983058941058941,3304.3210133333337
3514,Low Fat,Soft Drinks,35.419,Medium,Tier 3,Supermarket Type2,3.9354444444444443,0.0011034703407775488,0.01763016426082628,493.2912200000002
3515,Low Fat,Health and Hygiene,39.2506,Small,Tier 1,Grocery Store,3.1400479999999997,0.0005637426434245592,0.01977360201511335,71.28498666666664
3516,Low Fat,Canned,84.7224,Medium,Tier 2,Supermarket Type1,16.371478260869566,0.00044232456823697165,0.042318881118881116,1369.2398933333338
3517,Low Fat,Health and Hygiene,179.4686,Medium,Tier 3,Supermarket Type3,14.357488,0.00012666772906235407,0.09041239294710328,4988.284566666667
3518,Low Fat,Household,214.3192,Small,Tier 2,Supermarket Type1,28.671464882943145,6.120565492965633e-05,0.10694570858283432,3487.6823333333327
3519,Low Fat,Soft Drinks,158.4578,Medium,Tier 3,Supermarket Type3,12.676623999999999,0.00039496796623454325,0.07982760705289672,4217.265973333334
3520,Low Fat,Dairy,232.4642,Medium,Tier 2,Supermarket Type1,21.93058490566038,0.0002457031405265843,0.11582670652715496,3173.8020199999987
3521,Regular,Meat,156.3946,Medium,Tier 2,Supermarket Type1,12.66353036437247,0.0010153210724666963,0.07811918081918082,2622.3864599999997
3522,Regular,Dairy,184.5608,Medium,Tier 3,Supermarket Type2,14.4188125,0.00043020215560400686,0.09186699850671975,3265.260746666667
3523,Low Fat,Dairy,242.4854,Small,Tier 1,Supermarket Type1,15.543935897435897,0.00018551898794731558,0.12142483725588382,3169.2301933333333
3524,Low Fat,Canned,195.9768,Medium,Tier 1,Supermarket Type1,39.95449541284403,0.0,0.09803741870935467,3034.84956
3525,Low Fat,Meat,257.733,Medium,Tier 2,Supermarket Type1,16.956118421052633,0.00032635636104030136,0.12873776223776223,3581.3825866666675
3526,LF,Snack Foods,258.962,Small,Tier 2,Supermarket Type1,26.975208333333335,0.00019870738950116234,0.12922255489021955,4367.3816799999995
